well I was planning that the creation of the FileName	gender	Voice	model	OverallProfileScore	OverallProfileWords	EmotionalToneScore	EmotionalToneWords	WarmthScore	WarmthWords	CalmScore	CalmWords	HappinessScore	HappinessWords	SadnessScore	SadnessWords	SophisticationScore	SophisticationWords	ClarityScore	ClarityWords	SmoothnessScore	SmoothnessWords	EnergyScore	EnergyWords	ConfidenceScore	ConfidenceWords	NarratorFitScore	NarratorFitWords	CharacterActingDramaScore	CharacterActingDramaWords	FemininePresentationScore	GenderPresentationWords	EstimatedAgeMin	EstimatedAgeMax	AgeRangeWords	AgeConfidenceScore	VoiceTextureWords	BestCharacterFit	LessIdealFor	OneSentenceImpression	SuggestedVoiceTestSentence
male_Puck_kokoro.wav	male	Puck	kokoro	8	"Clear, masculine-presenting, expressive, lively, polished, playful, confident, smooth, theatrical, witty, narrator-capable, mischievous"	7	"Positive-to-playful, expressive, alert, lightly mischievous, confident, emotionally animated without sounding chaotic"	6	"Moderate warmth; approachable and entertaining, but more witty and lively than gentle or affectionate"	6	"Controlled and intelligible, but less still and solemn than the deeper narrator voices"	5	"Moderately playful and upbeat, with a clever lively edge rather than broad cheerfulness"	1	"Very little sadness; more playful, alert, and animated than somber or reflective"	6	"Polished and articulate, but more theatrical and characterful than formal or refined"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a polished masculine texture and expressive pitch movement"	7	Medium-high energy; more animated and character-forward than the calm mentor or documentary voices	8	"Confident, quick, witty, and self-possessed without sounding overly aggressive"	7	"Good fit for lively narration, comic fantasy narration, trickster narration, side-character narration, or story passages needing motion and personality"	8	"Strong character-acting fit for playful, mischievous, clever, magical, sarcastic, trickster, or animated roles"	1	Strongly masculine-presenting voice with a theatrical expressive edge	25	45	"Adult voice impression, roughly mid-20s to mid-40s"	5	"Smooth, clean, clear, expressive, lively, polished, witty, lightly theatrical, mischievous"	Trickster; clever sidekick; playful narrator; mischievous guide; magical messenger; witty rogue; comic fantasy character	Deep solemn king; elderly frail character; tragic grief narrator; soft romantic lead; stern documentary voice; calm father figure	"This voice sounds like a clever, animated man whose polished delivery carries a playful, mischievous energy that would work especially well for fantasy, comedy, or a witty character narrator."	I did not steal the moon; I merely borrowed its shadow long enough to teach the night a better joke.
male_Santa_kokoro.wav	male	Santa	kokoro	8	"Warm, masculine-presenting, mature, jolly, grandfatherly, clear, polished, theatrical, friendly, reassuring, storybook-like, festive"	7	"Positive-to-warm, kindly, lightly cheerful, emotionally open, playful in a gentle older-storyteller way"	9	"Very warm, inviting, friendly, affectionate, grandfatherly, comforting, trustworthy"	7	"Calm and controlled, but with a lively friendly lift rather than a solemn narrator feel"	7	"Pleasant, cheerful, jolly, and lightly amused without becoming cartoonishly exaggerated"	1	"Very little sadness; more warm, hopeful, and comforting than somber"	6	"Polished and articulate, but more storybook, theatrical, and grandfatherly than formal or intellectual"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a rounded mature masculine texture"	6	Medium energy; friendly and animated enough for character work while still controlled	8	"Confident in a warm, familiar, reassuring way rather than stern or commanding"	8	"Strong fit for holiday narration, children’s story narration, warm elder narration, fairy-tale storytelling, or friendly character narration"	8	"Strong character-acting fit for Santa, grandfather, kindly elder, magical guide, toy-maker, innkeeper, or whimsical storyteller roles"	1	Strongly masculine-presenting voice with a mature grandfatherly tone	45	70	"Mature adult to older adult, roughly mid-40s to around 70"	5	"Rounded, warm, smooth, clear, mature, jolly, polished, theatrical, lightly festive"	Santa-like narrator; kindly grandfather; magical elder; warm innkeeper; toy-maker; holiday storyteller; fairy-tale guide	Young hero; gritty survivor; cold villain; stern military commander; tragic grief narrator; sleek corporate assistant	"This voice sounds like a kindly older man whose warm, rounded delivery makes the listener feel welcomed into a cheerful fireside story."	"The snow had already covered the road, but I knew every child’s wish by the glow it left in the window."
female_Alice_kokoro.wav	female	Alice	kokoro	8	"Bright, feminine, youthful, clear, curious, polished, gentle, storybook-like, lightly expressive, warm, innocent, narrator-friendly"	7	"Positive-to-curious, lightly emotional, sincere, open, youthful, with a gentle sense of wonder rather than sadness or seriousness"	7	"Warm and approachable, with a kind youthful quality and soft storybook friendliness"	7	"Calm and controlled, but with enough expressive lift to feel curious and alive"	5	"Mildly cheerful and pleasant, with a light optimistic feeling but not bubbly or comic"	2	Very little sadness; only lightly tender or reflective at moments	6	"Polished and articulate, but more youthful, curious, and storybook-like than formal or mature"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright youthful feminine tone"	6	Medium energy; expressive and lively enough for character narration while still controlled	7	"Confident in a gentle, curious, youthful way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, fairy-tale narration, young heroine narration, fantasy guide, or gentle audiobook storytelling"	7	"Good character-acting fit for curious, innocent, hopeful, magical, surprised, or youthful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, gentle, polished, curious, lightly expressive, storybook-like"	Young heroine; Alice-like character; fairy-tale narrator; curious girl; gentle guide; magical companion; innocent protagonist	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright and curious young woman whose clear, gentle delivery would work well for storybook narration or an innocent heroine discovering a strange new world."	"I was certain the little door had not been there before, and yet somehow it seemed to know my name."
female_Emma_kokoro.wav	female	Emma	kokoro	8	"Clear, feminine, youthful-adult, warm, polished, smooth, friendly, composed, articulate, lightly expressive, narrator-friendly, sincere"	7	"Neutral-to-positive, sincere, gentle, emotionally present, lightly warm without sounding overly dramatic or theatrical"	8	"Warm and approachable, with a kind, friendly, reassuring quality"	7	"Calm and controlled, with smooth pacing and enough vocal movement to feel natural rather than flat"	5	"Mildly pleasant and lightly optimistic, but not bubbly, comic, or exaggerated"	1	Very little sadness; more sincere and open than somber or reflective	7	"Polished, articulate, modern, and professional, but more warm and conversational than formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a mid-range feminine tone and polished consistency"	6	Medium energy; engaged and expressive while still controlled enough for audiobook narration	8	"Confident in a clear, friendly, emotionally sincere way, not stern or forceful"	8	"Strong fit for warm audiobook narration, contemporary fiction narration, friendly assistant voice, sincere heroine, or emotionally accessible storytelling"	6	"Good character-acting fit for kind, sincere, hopeful, thoughtful, friendly, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	23	38	"Young adult to adult, roughly early-20s to late-30s"	6	"Smooth, clean, clear, warm, polished, feminine, friendly, lightly expressive, modern"	Warm narrator; sincere heroine; friendly assistant; kind teacher; thoughtful young woman; contemporary story narrator; gentle guide	Elderly character; harsh villain; gritty survivor; stern authority figure; deep tragic role; wild comic relief	"This voice sounds like a warm and sincere young woman whose clear, polished delivery makes narration feel friendly, trustworthy, and emotionally accessible."	"I tried to keep my voice steady, but hope had already found its way into every word."
female_Isabella_kokoro.wav	female	Isabella	kokoro	8	"Clear, feminine, polished, graceful, warm, composed, articulate, smooth, youthful-adult, elegant, narrator-friendly, emotionally controlled"	7	"Neutral-to-positive, sincere, gently expressive, composed, emotionally present without sounding overly dramatic"	7	"Warm and approachable, with a graceful and trustworthy quality rather than bubbly sweetness"	7	"Calm and controlled, with smooth phrasing and enough movement to feel natural"	5	"Mildly pleasant and lightly optimistic, but not comic, bubbly, or highly cheerful"	2	Very little sadness; only lightly reflective or tender	8	"Polished, articulate, graceful, slightly elegant, and more refined than casual"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a refined mid-to-higher feminine tone"	5	Medium energy; expressive enough for narration while staying controlled and composed	8	"Confident in a graceful, clear, emotionally restrained way, not forceful or stern"	8	"Strong fit for elegant audiobook narration, gentle fantasy narration, noble heroine narration, refined assistant voice, or reflective storytelling"	6	"Good character-acting fit for sincere, graceful, noble, thoughtful, warm, or emotionally restrained roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	24	40	"Young adult to adult, roughly mid-20s to around 40"	6	"Smooth, clean, clear, feminine, polished, graceful, lightly warm, refined, composed"	Elegant narrator; noble heroine; graceful guide; refined teacher; gentle queen; thoughtful young woman; romantic fantasy narrator	Elderly character; harsh villain; gritty survivor; wild comic relief; frantic action scene; rough working-class role	"This voice sounds like a graceful and articulate young woman whose polished warmth would work well for refined narration, romantic fantasy, or a calm noble heroine."	I did not ask the stars for permission; I only listened until their silence taught me which path was mine.
female_Lily_kokoro.wav	female	Lily	kokoro	8	"Bright, feminine, youthful, clear, gentle, warm, smooth, polished, lightly cheerful, storybook-like, friendly, narrator-friendly"	7	"Positive-to-gentle, sincere, open, lightly cheerful, emotionally present without sounding overly dramatic"	8	"Warm and approachable, with a kind youthful sweetness and soft reassuring quality"	7	"Calm and controlled, but with enough vocal lift to feel alive, curious, and expressive"	6	"Pleasant and lightly cheerful, with a bright hopeful quality but not bubbly or comic"	1	"Very little sadness; more sweet, open, and hopeful than somber or reflective"	6	"Polished and articulate, but more youthful and friendly than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright youthful feminine tone"	6	Medium energy; expressive and lively enough for character narration while still controlled	7	"Confident in a gentle, friendly, youthful way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, fairy-tale narration, young heroine narration, warm assistant voice, or gentle audiobook storytelling"	7	"Good character-acting fit for curious, innocent, hopeful, kind, magical, surprised, or youthful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, warm, gentle, lightly cheerful, polished, storybook-like"	Young heroine; fairy-tale narrator; curious girl; gentle guide; magical companion; kind friend; hopeful protagonist	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright and gentle young woman whose clear, warm delivery would work well for storybook narration or a hopeful young character discovering something magical."	"I thought the little flower was only sleeping, until it opened one golden eye and whispered that spring had been waiting for me."
male_Daniel_kokoro.wav	male	Daniel	kokoro	8	"Clear, masculine-presenting, adult, calm, polished, warm, grounded, articulate, composed, trustworthy, narrator-friendly, lightly serious"	6	"Neutral-to-warm, thoughtful, controlled, mildly reflective, emotionally steady without sounding cold or overly dramatic"	7	"Warm and approachable, with a mature trustworthy quality; more reassuring than playful"	8	"Very calm, steady, measured, and composed, with clean phrasing and controlled delivery"	4	"Mild pleasantness, but not strongly cheerful, comic, or upbeat"	2	Very little sadness; only lightly reflective or serious	8	"Polished, articulate, mature, professional, and quietly sophisticated"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a masculine baritone texture and polished consistency"	5	"Medium-low to medium energy; present and grounded, but not animated or dramatic"	8	"Confident in a calm, mature, quietly authoritative way"	9	"Very strong fit for audiobook narration, documentary narration, calm guide, mentor, fatherly narrator, or grounded male protagonist"	5	"Moderate character-acting fit; best for wise, sincere, protective, serious, noble, or reflective roles rather than extreme emotion"	1	Strongly masculine-presenting voice	32	52	"Adult to mature adult, roughly early-30s to early-50s"	5	"Smooth, clean, clear, masculine, baritone, warm, grounded, polished, composed, lightly serious"	Mature narrator; calm mentor; father figure; documentary speaker; serious advisor; grounded protagonist; trustworthy guide	Child character; youthful comic relief; frantic panic scene; bubbly role; high-energy trickster; frail elderly character	"This voice sounds like a calm adult man whose warm, grounded delivery makes narration feel trustworthy, composed, and quietly reassuring."	I had learned that the truth does not need to hurry; it arrives when the heart is finally quiet enough to hear it.
male_Fable_kokoro.wav	male	Fable	kokoro	8	"Deep, masculine-presenting, mature, calm, polished, clear, grounded, storybook-like, composed, thoughtful, narrator-friendly, quietly expressive"	6	"Neutral-to-warm, thoughtful, controlled, lightly reflective, emotionally steady with a gentle storyteller quality rather than strong drama"	7	"Warm and approachable, with a calm trustworthy quality; more fireside storyteller than stern authority"	8	"Very calm, steady, measured, and composed, with controlled pacing and a relaxed delivery"	4	"Mild pleasantness, but not strongly cheerful, playful, or comic"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, mature, composed, and slightly literary rather than casual"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a deeper masculine baritone texture and gentle storyteller polish"	5	Medium-low to medium energy; present and expressive enough for narration but not animated or dramatic	8	"Confident in a calm, mature, quietly assured way"	9	"Very strong fit for audiobook narration, fable narration, fairy-tale storytelling, wise guide, mentor, or grounded male narrator"	6	"Good character-acting fit for wise, gentle, thoughtful, noble, fatherly, storyteller, or mythic roles; less suited for extreme emotion"	1	Strongly masculine-presenting voice	35	58	"Adult to mature adult, roughly mid-30s to late-50s"	5	"Deep baritone, smooth, clean, clear, warm, grounded, polished, composed, storybook-like"	Mature narrator; fable storyteller; wise mentor; calm father figure; gentle king; thoughtful guide; mythic advisor	Child character; youthful comic relief; frantic panic scene; bubbly role; harsh villain; high-energy trickster	"This voice sounds like a calm mature man whose warm, polished baritone feels well suited for fables, reflective narration, and wise storyteller roles."	The old road did not ask where I had been; it only waited patiently until I was ready to remember where I belonged.
male_George_kokoro.wav	male	George	kokoro	8	"Masculine-presenting, adult-to-mature, clear, calm, polished, warm, composed, gentlemanly, articulate, grounded, narrator-friendly, lightly formal"	6	"Neutral-to-warm, thoughtful, controlled, mildly reflective, emotionally steady without sounding cold or overly dramatic"	7	"Warm and approachable, with a mature trustworthy quality; more reassuring and courteous than playful"	8	"Very calm, steady, measured, and composed, with controlled pacing and clean phrasing"	4	"Mild pleasantness, but not strongly cheerful, comic, or upbeat"	2	Very little sadness; only lightly reflective or serious	8	"Polished, articulate, mature, professional, and slightly gentlemanly or literary"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a mature masculine baritone texture and polished consistency"	5	"Medium-low to medium energy; present and engaged, but not animated or dramatic"	8	"Confident in a calm, mature, courteous, quietly authoritative way"	9	"Very strong fit for audiobook narration, classic storytelling, mentor narration, documentary narration, fatherly narrator, or refined male guide"	6	"Good character-acting fit for wise, sincere, courteous, noble, teacherly, fatherly, or reflective roles; less suited for extreme emotion"	1	Strongly masculine-presenting voice	38	60	"Adult to mature adult, roughly late-30s to around 60"	5	"Smooth, clean, clear, masculine, baritone, mature, warm, polished, composed, lightly formal"	Gentleman narrator; wise mentor; father figure; refined teacher; calm advisor; classic storyteller; trustworthy guide	Child character; youthful comic relief; frantic panic scene; bubbly role; gruff villain; high-energy trickster	"This voice sounds like a calm, mature man whose polished and courteous delivery gives narration a refined, trustworthy, and classic storyteller feeling."	"I did not hurry the story, because some truths only reveal themselves when spoken with patience."
male_Lewis_kokoro.wav	male	Lewis	kokoro	8	"Deep, masculine-presenting, mature, calm, polished, literary, thoughtful, composed, clear, grounded, narrator-friendly, quietly refined"	6	"Neutral-to-serious, thoughtful, controlled, reflective, emotionally restrained, with a calm literary storyteller quality rather than overt drama"	6	"Moderate warmth; trustworthy and composed, but more scholarly and reserved than affectionate or playful"	8	"Very calm, steady, measured, and deliberate, with composed pacing and controlled delivery"	3	"Low happiness impression; pleasant enough but not cheerful, playful, or comic"	3	"Lightly somber or reflective, but not deeply sad or vulnerable"	9	"Very polished, articulate, mature, literary, intellectual, and quietly refined"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a deep mature masculine baritone texture"	4	"Medium-low energy; deliberate, grounded, and thoughtful rather than animated"	8	"Confident in a calm, mature, scholarly, quietly authoritative way"	9	"Very strong fit for audiobook narration, classic literature narration, professor-like narration, wise guide, elder storyteller, or reflective male narrator"	5	"Moderate character-acting fit; best for wise, scholarly, fatherly, reflective, noble, or reserved roles rather than extreme emotion"	1	Strongly masculine-presenting voice	42	65	"Adult to mature adult, roughly early-40s to mid-60s"	5	"Deep baritone, smooth, clean, clear, mature, refined, literary, composed, lightly serious"	Classic narrator; wise professor; literary storyteller; calm mentor; thoughtful elder; refined advisor; grounded father figure	Young comic relief; child character; frantic panic scene; bubbly role; high-energy trickster; soft romantic lead	"This voice sounds like a calm, mature man whose deep, refined delivery gives narration a thoughtful, literary, and quietly authoritative feeling."	"I did not answer at once, because some questions deserve the dignity of silence before the truth is spoken."
female_Dora_kokoro.wav	female	Dora	kokoro	8	"Clear, feminine-presenting, adult, calm, warm, polished, grounded, friendly, composed, articulate, narrator-friendly, lightly expressive"	6	"Neutral-to-warm, sincere, controlled, mildly friendly, emotionally present without sounding highly dramatic or overly cheerful"	7	"Warm and approachable, with a grounded and friendly quality; more reassuring than sweet or bubbly"	8	"Calm, steady, measured, and controlled, with smooth phrasing and composed delivery"	4	"Mild pleasantness, but not strongly cheerful, playful, or comic"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, mature, professional, and composed, but not overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a mid-to-lower feminine adult texture"	5	Medium-low to medium energy; engaged enough for narration but not animated or theatrical	8	"Confident in a calm, clear, friendly, and grounded way"	8	"Strong fit for audiobook narration, warm guide narration, friendly assistant voice, teacher-like narration, or grounded female character narration"	5	"Moderate character-acting fit; best for sincere, kind, practical, thoughtful, or calm roles rather than extreme drama"	8	Feminine-presenting with a slightly lower adult tone; mildly androgynous at moments	28	46	"Adult voice impression, roughly late-20s to mid-40s"	5	"Smooth, clean, clear, warm, composed, mid-to-lower feminine, polished, grounded, friendly"	Warm narrator; calm teacher; practical heroine; friendly guide; thoughtful mother figure; grounded assistant; sincere companion	Child character; bubbly comic relief; harsh villain; frantic action scene; deep tragic narrator; elderly frail character	"This voice sounds like a calm and grounded adult woman whose clear, warm delivery makes narration feel friendly, practical, and trustworthy."	I did not need the map to tell me where to go; the answer had been waiting in the quiet place my heart already knew.
male_Alex_kokoro.wav	male	Alex	kokoro	8	"Clear, masculine-presenting, youthful-adult, calm, polished, smooth, lightly warm, articulate, modern, composed, narrator-friendly, mildly expressive"	6	"Neutral-to-positive, thoughtful, controlled, mildly earnest, emotionally present without sounding highly dramatic or overly serious"	6	"Moderate warmth; approachable and sincere, but more composed than affectionate or playful"	7	"Calm and steady, with controlled pacing and enough vocal movement to avoid sounding flat"	4	"Mild pleasantness, but not strongly cheerful, playful, or comic"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, educated, and composed without sounding overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a lighter masculine tenor/baritone texture and polished consistency"	5	Medium-low to medium energy; engaged enough for narration but not animated or dramatic	8	"Confident in a calm, clear, thoughtful way, not booming or forceful"	8	"Strong fit for young male narration, calm guide, thoughtful assistant, reflective protagonist, or modern story narrator"	5	"Moderate character-acting fit; best for sincere, thoughtful, gentle, noble, friendly, or emotionally restrained roles rather than extreme drama"	2	Masculine-presenting with a lighter youthful tone; slightly androgynous at moments	24	42	"Young adult to adult, roughly mid-20s to early-40s"	5	"Smooth, clean, clear, masculine, youthful-adult, lightly warm, polished, calm, mildly expressive"	Young male narrator; thoughtful protagonist; calm guide; friendly assistant; educated companion; reflective prince; sincere storyteller	Deep older authority figure; gruff villain; elderly character; gritty survivor; booming warrior; wild comic relief	"This voice sounds like a calm and thoughtful young man whose clear, polished delivery feels sincere, modern, and well suited for reflective narration or a gentle protagonist."	"I thought the answer would arrive like thunder, but it came quietly, in the space between doubt and courage."
female_Siwis_kokoro.wav	female	Siwis	kokoro	8	"Clear, feminine-presenting, youthful-adult, bright, polished, smooth, lightly warm, articulate, modern, expressive, narrator-friendly, slightly distinctive"	7	"Positive-to-neutral, sincere, lightly upbeat, emotionally present, controlled without sounding flat or overly theatrical"	7	"Warm and approachable, with a friendly young-adult quality and a gently reassuring tone"	7	"Calm and controlled, with enough expressive lift to feel engaged and alive"	6	"Lightly cheerful and pleasant, with a bright optimistic edge but not bubbly or comic"	1	"Very little sadness; more open, friendly, and hopeful than somber or reflective"	7	"Polished, articulate, modern, and professional, but more friendly than formal or elegant"	8	"Clear and intelligible, with clean pronunciation and a slightly distinctive cadence"	8	"Smooth and clean, with a bright mid-to-higher feminine tone and polished consistency"	6	Medium energy; expressive and engaged while still controlled enough for audiobook narration	8	"Confident in a clear, friendly, youthful, and emotionally open way"	8	"Strong fit for contemporary audiobook narration, warm assistant voice, hopeful character narration, young heroine roles, or friendly story narration"	6	"Good character-acting fit for kind, sincere, hopeful, curious, bright, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	21	36	"Young adult to adult, roughly early-20s to mid-30s"	6	"Bright, smooth, clean, youthful, polished, lightly animated, friendly, clear, modern, distinctive"	Warm young narrator; hopeful heroine; friendly assistant; curious young woman; kind guide; contemporary story narrator; gentle fantasy companion	Elderly character; harsh villain; gritty survivor; stern authority figure; deep tragic role; rough comic relief	"This voice sounds like a bright and sincere young woman whose clear, friendly delivery makes narration feel modern, hopeful, and emotionally accessible."	"I thought the answer would be hidden far away, but it was waiting in the first brave word I finally dared to say."
female_Alpha_kokoro.wav	female	Alpha	kokoro	8	"Clear, feminine-presenting, youthful-adult, bright, polished, smooth, confident, articulate, lightly warm, modern, expressive, narrator-friendly"	7	"Positive-to-neutral, sincere, controlled, lightly upbeat, emotionally present without sounding overly dramatic or theatrical"	7	"Warm and approachable, with a confident young-adult quality and a lightly reassuring tone"	7	"Calm and controlled, with enough expressive movement to feel engaged and alive"	6	"Lightly cheerful and optimistic, but not bubbly, comic, or exaggerated"	1	"Very little sadness; more open, bright, and confident than somber or reflective"	7	"Polished, articulate, modern, and professional, but more friendly and direct than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright mid-range feminine tone and polished consistency"	6	Medium energy; expressive and engaged while still controlled enough for audiobook narration	8	"Confident in a clear, friendly, youthful, and emotionally open way"	8	"Strong fit for contemporary audiobook narration, warm assistant voice, confident young heroine, friendly story narration, or modern character narration"	6	"Good character-acting fit for sincere, hopeful, curious, confident, friendly, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	22	38	"Young adult to adult, roughly early-20s to late-30s"	6	"Bright, smooth, clean, youthful-adult, polished, lightly animated, friendly, confident, clear, modern"	Confident young narrator; friendly assistant; hopeful heroine; modern guide; thoughtful young woman; contemporary story narrator; gentle fantasy companion	Elderly character; harsh villain; gritty survivor; stern authority figure; deep tragic role; rough comic relief	"This voice sounds like a clear and confident young woman whose bright, polished delivery makes narration feel modern, friendly, and emotionally accessible."	"I tried to sound like I had always known the way, but the first brave step still surprised me."
female_Beta_kokoro.wav	female	Beta	kokoro	8	"Clear, feminine-presenting, youthful-adult, calm, polished, smooth, lightly warm, articulate, balanced, modern, narrator-friendly, mildly expressive"	6	"Neutral-to-positive, thoughtful, controlled, lightly sincere, emotionally present without sounding highly dramatic or overly cheerful"	6	"Moderate warmth; approachable and trustworthy, but more balanced and composed than sweet or affectionate"	8	"Calm, steady, measured, and controlled, with clean phrasing and smooth delivery"	4	"Mild pleasantness, but not strongly cheerful, bubbly, playful, or comic"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, composed, and professional without sounding overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a mid-range feminine tone and polished consistency"	5	Medium-low to medium energy; engaged enough for narration but not animated or theatrical	8	"Confident in a calm, clear, composed, and friendly way"	8	"Strong fit for audiobook narration, warm assistant voice, contemporary narration, thoughtful heroine, or grounded female character narration"	5	"Moderate character-acting fit; best for sincere, calm, thoughtful, friendly, or emotionally restrained roles rather than extreme drama"	8	Feminine-presenting with a balanced mid-tone; slightly androgynous at moments	25	42	"Young adult to adult, roughly mid-20s to early-40s"	5	"Smooth, clean, clear, balanced, lightly warm, polished, calm, mid-tone, modern, composed"	Contemporary narrator; calm assistant; thoughtful heroine; friendly guide; composed teacher; grounded companion; reflective storyteller	Child character; elderly character; harsh villain; frantic action scene; bubbly comic relief; deep tragic narrator	"This voice sounds like a calm and polished adult woman whose balanced, clear delivery makes narration feel steady, modern, and quietly trustworthy."	I did not have to know every answer; I only had to trust the quiet voice that kept leading me forward.
male_Omega_kokoro.wav	male	Omega	kokoro	8	"Deep, masculine-presenting, mature, calm, serious, polished, grounded, resonant, composed, authoritative, narrator-friendly, dramatic"	6	"Neutral-to-serious, controlled, grounded, mildly somber, emotionally restrained, with a weighty dramatic presence rather than warmth or cheerfulness"	5	"Moderate warmth; trustworthy and steady, but more commanding and serious than affectionate or playful"	8	"Very calm, steady, deliberate, measured, and composed"	2	"Low happiness impression; not cheerful, playful, bright, or comic"	3	"Lightly somber or grave, but not openly sad or vulnerable"	8	"Polished, mature, articulate, professional, and quietly authoritative"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a deep masculine baritone texture and controlled delivery"	5	"Medium-low to medium energy; present and weighty, but not animated or fast"	9	"Very confident, firm, grounded, and quietly commanding"	9	"Very strong fit for serious audiobook narration, dark fantasy narration, documentary narration, mature guide, kingly voice, or mythic authority figure"	7	"Good character-acting fit for stern, powerful, noble, dangerous, villainous, protective, mythic, or final-authority roles"	1	Strongly masculine-presenting voice	38	60	"Adult to mature adult, roughly late-30s to around 60"	5	"Deep baritone, smooth, clean, resonant, controlled, grounded, mature, polished, serious, commanding"	Dark narrator; stern king; mythic guardian; powerful mentor; serious advisor; calm villain; final authority figure; warlord	Child character; youthful comic relief; bubbly friend; gentle romantic lead; high-cheerfulness role; frantic panic scene	"This voice sounds like a calm, powerful mature man whose serious baritone gives every line a grounded, final, and quietly commanding weight."	I did not speak to be obeyed; I spoke because even the silence had waited long enough to hear my answer.
male_Psi_kokoro.wav	male	Psi	kokoro	8	"Clear, masculine-presenting, adult, calm, polished, analytical, composed, smooth, articulate, slightly serious, modern, narrator-friendly"	6	"Neutral-to-serious, thoughtful, controlled, mildly reflective, emotionally restrained, with an analytical calm rather than warmth or cheerfulness"	5	"Moderate warmth; trustworthy and approachable, but more composed and intellectual than affectionate or playful"	8	"Very calm, steady, measured, and controlled, with clean phrasing and deliberate delivery"	3	"Low happiness impression; pleasant enough but not cheerful, playful, bright, or comic"	2	Very little sadness; only lightly reflective or serious	8	"Polished, articulate, professional, intelligent, and slightly formal or analytical"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a controlled masculine tenor-to-baritone texture"	4	"Medium-low energy; deliberate, steady, and composed rather than animated or dramatic"	8	"Confident in a calm, precise, quietly authoritative way"	8	"Strong fit for audiobook narration, analytical narrator, calm guide, serious assistant, thoughtful advisor, or reflective male protagonist"	5	"Moderate character-acting fit; best for intelligent, controlled, sincere, serious, mentor-like, or mysterious roles rather than extreme emotion"	1	Strongly masculine-presenting voice with a controlled adult tone	30	48	"Adult voice impression, roughly early-30s to late-40s"	5	"Smooth, clean, clear, masculine, controlled, polished, analytical, lightly serious, composed"	Analytical narrator; calm advisor; serious assistant; thoughtful mentor; reflective protagonist; intelligent guide; mystery narrator	Child character; bubbly comic relief; frantic panic scene; gruff villain; high-energy trickster; elderly frail character	"This voice sounds like a calm, intelligent adult man whose precise and controlled delivery gives narration a thoughtful, analytical, and quietly trustworthy feeling."	"I did not rush toward the answer, because the truth had already arranged itself in the silence between each thought."
