	narrator	Adam	male	Story narrator
	*Quetzalcoatl	Echo	*male	3. God of winds and rain in Aztec mythology, associated with the cross symbol | 4. A mythical civilizer of the Aztecs, associated with bird and serpent symbolism | 5. Aztec god associated with flint stones and wind | 6. The supreme god of the Toltecs, known as the Bird-Serpent who was born in Tula and became associated with light and wind. He is described as a white figure who taught arts, agriculture, and was the inventor of the calendar.
	*Quiateot	Onyx	*male	5. God of rains among Nicaraguans
	*Quiches	Eric	*male	1. A tribe of Guatemala whose legends were written down by Father Francisco Ximenes and preserved in the Sacred National Book.
	*Quichuas	Liam	*male	1. A related division of the Peruvians who extended their language and race along the highlands of the Cordilleras.
	*Quichés	Eric	*male	4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Ramsey	Lewis	*male	1. A writer who mentioned the spelling of Tsalakie and its relation to Tellico.
	*Rev. G. H. Pond	Psi	male	2. Missionary who lived among Dakotas for eighteen years and found no evidence they divided gods into good and evil classes
	*Reynard the Fox	Santa	*male	4. A cunning fox from German folk tales, used as an example of animal characters with consistent traits across different cultures
	*Riggs	Kumo	*male	10. A linguist who studied the Dakota dialect used by sorcerers
	*Roger Williams	Nicola	male	2. Early writer who mentioned the term Kittanitowit, meaning great manito
	*Root-Diggers	Puck	*male	8. A group of tribes whose mythology describes the coyote as bringing their ancestors into the world.
	*Ruis	Liam	*male	9. Spanish missionary who documented Paraguayan indigenous beliefs
	*Sahagun	Liam	*male	6. Spanish historian who documented Aztec legends and mythology, including the story of Quetzalcoatl. | 9. Spanish historian who documented Aztec beliefs about Tlalocan | 10. A chronicler who wrote about the Aztec practice of mixing colors and tracing designs in religious education
	*Saint Paul	Alex	*male	1. An apostle who taught that all nations originated from one blood and that natural religions are unaided attempts of man to find out God.
	*Sauna	Fable	*male	3. West wind in Eskimo mythology
	*Schoolcraft	Fable	*male	1. An American ethnologist who published a work on the subject but was considered deficient in education and narrow in prejudices. | 4. An ethnographer who documented Native American mythology, associated with bird and serpent symbolism | 10. An author who wrote about Indian tribes and their priesthood systems
	*Seminoles	Santa	*male	8. A group of tribes who, according to tradition, were in remote times banded into one common confederacy under the headship of Natchez.
	*Setebos	Alex	*male	8. The supreme divinity of the Patagonians, mentioned in connection with Caliban from Shakespeare's The Tempest.
	*Seven Deaths	Eric	*male	9. Ruler of Xibalba, one of the grim lords who governed the Mayan underworld
	*Shawnee	Fable	*male	1. A restless group of people who were part of the Algonkin family and known as the gypsy of the wilderness.
	*Shawnees	Puck	*male	4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Sherzer	Psi	*male	1. A scholar who discovered the manuscripts of Ximenes in the library of the University of San Carlos.
	*Sieur de Tonty	Omega	*male	4. A French explorer who documented Native American beliefs, associated with eagle symbolism
	*Sillam Innua	Liam	*male	3. Owner of the Winds, highest existence in Eskimo mythology
	*Six Nations	Lewis	*male	4. A Native American confederacy mentioned in the text, associated with serpent symbolism
	*Spix	Lewis	*male	9. German naturalist who documented indigenous beliefs in Brazil
	*Squier	George	*male	1. An American ethnologist who published a work on the subject but was shallow in his approach to mythology.
	*St. George	Psi	*male	4. A Christian saint who battles a dragon, associated with serpent symbolism
	*Stephens	Fable	*male	1. A traveller who made familiar to the world the ruined cities of Yucatan. | 4. A traveler who documented Palenque, associated with bird and serpent symbolism
	*Susquehannocks	Nicola	*male	1. A group of people who were part of the Five Nations and occupied much of the soil from St. Lawrence to Roanoke.
	*Swedenborg	Onyx	*male	10. A person who described a conflagration at Stockholm while being at Gottenberg
	*Tahkalis	Michael	*male	8. A group of tribes who claim autochthony, meaning they originated from the land.
	*Tamoi	Kumo	*male	6. The patron deity of the Caribs, described as a white man who came from the east to instruct them in agriculture and arts before disappearing.
	*Taras	Fable	*male	5. Supreme god of Tarascos, identical with Mixcoatl
	*Tawiscara	Daniel	*male	6. The dark twin brother of Ioskeha in Iroquois mythology. He is described as the weaker warrior who was defeated and whose blood turned to flint stones.
	*Tecolotl	Eric	*male	4. A night owl in Aztec mythology, associated with owl symbolism
	*Tecumseh	Fenrir	*male	1. A great man of the Algonkin family who led the clans for the last pitched battle in the Mississippi valley. | 10. A Shawnee leader and brother of Elskataway, who was a significant figure in Native American history
	*Ternaux-Compans	Fenrir	*male	4. A scholar who documented Peruvian beliefs, associated with serpent symbolism
	*The Jesuit missionaries	Alex	*male	2. Missionaries who rarely distinguished between good and evil deities when speaking of northern tribes' religion
	*The Moravian Brethren	Eric	*male	2. Religious group who recorded that Algonkins and Iroquois had no idea of a devil or prince of darkness until later times through Europeans
	*Thor	Nicola	*male	4. A Norse god who battles serpents, associated with serpent symbolism
	*Tlaloc	Puck	*male	3. God of rain and showers in Aztec religion, associated with the four cardinal points | 4. A Toltec thunder god mentioned in the text, associated with serpent symbolism | 5. Aztec god of rains and waters, ruler of summer
	*Tlapallan	Michael	*male	3. Land of colors in Aztec mythology, associated with Tlaloc
	*Tohil	Michael	*male	5. Quiché god who gave fire by shaking sandals
	*Toltecs	Santa	*male	1. A band of the Aztec race who claimed to have come from the mountain ranges of Guatemala as their ancient seat.
	*Tonacatepec	Kumo	*male	3. Mountain of subsistence in Aztec mythology, birthplace of the race
	*Toukaways	Echo	*male	8. A wild people in Texas who celebrate their origin through an annual dance involving burial and resurrection of a naked person.
	*Tulan	Liam	*male	3. Cradle of the Aztec race, land of paradise in Aztec mythology
	*Tupa	Santa	*male	5. Brazilian thunder god who taught agriculture
	*Tupac Amaru	Lewis	*male	6. A mestizo who claimed to be the reincarnation of the last Inca and led an uprising against Spanish rule. He was described as a true child of the sun who inspired thousands to join his cause.
	*Tupis	Fable	*male	1. A peaceful and inoffensive group of people who inhabited the vast region between the Amazon and the Pampas. | 4. A Native American tribe mentioned in the text, associated with bird symbolism
	*Tuscarora	Psi	*male	4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Tuscaroras	Daniel	*male	1. A group of people who were among the Five Nations and placed their arrival on the Virginian coast about 1300.
	*Tutul Xiu	Nicola	*male	3. Four parents or leaders in Maya mythology
	*Unktahe	Liam	*male	4. A deity mentioned in Dakotan mythology, associated with serpent symbolism | 5. Spirit of water among Dakotas, master of dreams and witchcraft
	*Vater	Lewis	*male	1. An earnest student who demonstrated that nine-tenths of the area of America were occupied by tribes using dialects traceable to ten or a dozen primitive stems.
	*Venegas	Onyx	*male	4. An author who documented California mythology, associated with owl symbolism
	*Viracocha	George	*male	5. Mythical civilizer of Peru, said to have risen from Lake Titicaca | 6. The supreme deity of the Peruvians, creator god who rose from Lake Titicaca and created the world. He is associated with light and white color, known as 'the foam of the sea' and called the teacher of all things. | 8. The mythical civilizer of Peru who emerged from the sacred cavern and is said to have created the first men from clay. He also dwelt in the cave of Pacari Tampu and is associated with the flood myth.
	*Von Baer	Psi	*male	1. A scholar who gave the Eskimos the sobriquet 'the Phoenicians of the north.'
	*von Martius	Echo	*male	1. A scholar who wrote an admirable work on ethnography and linguistics of America.
	*Waitz	Liam	*male	1. A German professor who wrote a comprehensive work on the indigenes of America but was defective in his views on their religions. | 9. German anthropologist who documented various indigenous beliefs
	*Wauhkeon	Michael	*male	4. A god of waters mentioned in Dakotan mythology, associated with serpent symbolism
	*Whipple	Michael	*male	4. An ethnographer who documented Zuñi beliefs, associated with eagle symbolism | 10. An author who wrote about Native American tribes
	*William Bartram	Alex	*male	4. A naturalist who documented Native American beliefs about owls, associated with owl symbolism
	*Wilson	Omega	*male	1. A scholar who wrote about the American cranial type.
	*Wind of Nine Caverns	Fenrir	*male	3. Brother in Mixtec mythology who dwelt in the enchanted garden
	*Wind of Nine Serpents	George	*male	3. Brother in Mixtec mythology who dwelt in the enchanted garden
	*Winslow	Michael	*male	2. Author who wrote about Indians worshipping a good power called Kiehtan and another named Hobbamock or Hobbamoqui
	*Witchitas	Fenrir	*male	8. A group of tribes who have a tradition that their progenitors issued from the rocks about their homes.
	*Wolf	Onyx	*male	4. A ravenous wolf from German folk tales, used as an example of animal characters with consistent traits across different cultures
	*Xblanque	Santa	*male	9. Quiché hero god who succumbed to the rulers of Xibalba
	*Xelhua	Onyx	*male	8. A hero god from Aztec mythology who escaped the flood by ascending a mountain and later built the pyramid of Cholula.
	*Xenophon	Liam	*male	4. An ancient Greek historian who mentioned doves in Persia, associated with dove symbolism
	*Xibalba	Michael	*male	9. Mayan underworld ruled by the grim lords One Death and Seven Deaths, also known as Xibalba
	*Ximenes	Onyx	*male	1. A missionary who wrote down the legends of the Quiches and transcribed them in 1725. | 9. Scholar who documented Quiché vocabulary and beliefs
	*Xolotl	George	*male	9. Aztec god who descended to Mictlan to bring a bone of the perished race
	*Yolcuat	Onyx	*male	4. A name for the rattlesnake, associated with bird and serpent symbolism
	*Yurucares	Puck	*male	8. A group of tribes whose mythology describes the first humans as pegged in an enormous hole until released by a god.
	*Zampu	Echo	*male	3. Tree of life in Tibetan mythology, from which four streams flow
	*Æsculapius	Michael	*male	4. A Greek god associated with serpents, mentioned in the text
	*Çupay	Liam	*male	9. Peruvian deity who ruled the land of shades in the center of the earth, also known as Supay
	*Arduisur	Xiaoyi	*female	3. Virgin daughter of Ormuzd in Iranian mythology, source of four nourishing rivers
	*Ataensic	Bella	*female	5. Goddess of water among Iroquois, also associated with moon
	*Atl	Siwis	*female	5. Aztec water goddess, often confused with moon
	*Beautiful Water	Xiaoni	*female	3. One of the four mothers of humanity in Quiché mythology
	*Centeotl	Beta	*female	5. Aztec goddess of Maize, associated with moon's evil aspects
	*Chalchihuitlycue	Emma	*female	5. Goddess of Water, mother of mankind according to Mexican mythology
	*Chia	Xiaobei	*female	5. Moon goddess among Muyscas, associated with flooding the earth
	*Cihuacoatl	Alloy	*female	4. A serpent woman in Nahuas mythology, associated with serpent symbolism
	*Citatli	Kore	*female	5. Aztec moon goddess, often confused with water
	*Coatlicue	Aoede	*female	4. A mother goddess of the Nahuas, associated with serpent symbolism
	*Dobayba	Sara	*female	5. Personification of water among natives of Darien
	*Falling Water	Alice	*female	3. One of the four mothers of humanity in Quiché mythology
	*Guatavita	Siwis	*female	5. Goddess associated with Lake Guatavita, source of pilgrimage
	*Isis	Kore	*female	5. Egyptian goddess associated with moisture and moon
	*Itzcuinan	Xiaobei	*female	5. Alternative name for Xochiquetzal, meaning 'bitch-mother'
	*Little Red Riding Hood	River	*female	4. A young girl from German folk tales, who encounters a wolf and serves as an example of animal characters with consistent traits across different cultures
	*Mama Allpa	Bella	*female	8. Mother Earth, called 'Mama Allpa' by the Peruvians. A feminine representation of the earth goddess who nourishes all beings and is associated with the concept of humanity's origin from the soil.
	*Mama Cocha	Xiaoxiao	*female	5. Mother of mankind, personification of water among Peruvians
	*Mama Quilla	Isabella	*female	5. Moon goddess among Peruvians, associated with child birth
	*Metzli	Beta	*female	5. Moon goddess in Aztec mythology, associated with leprosy sacrifice
	*Meztli	Alpha	*female	5. Moon goddess among Aztecs, associated with child birth
	*Mrs. Eastman	Heart	*female	4. An author who documented Sioux legends, associated with bird and serpent symbolism
	*Owl	Lily	*female	4. A wise owl from German folk tales, used as an example of animal characters with consistent traits across different cultures
	*Pallas Athene	Nicole	*female	4. A Greek goddess associated with owls, mentioned in the text
	*Pocahontas	Nova	*female	1. An Indian girl who in legend averted from the head of the white man the blow which rebounded and swept away her father and all his tribe.
	*Sillam Aipane	Jessica	*female	3. House of the Winds, abode of the dead in Eskimo mythology
	*Taru	Sky	*female	5. Personification of water among Botocudos
	*Teczistecatl	Isabella	*female	5. Aztec goddess of generation
	*Tlalocan	Gongitsune	*female	3. Terrestrial paradise in Aztec mythology, associated with the god Tlaloc
	*Tonantzin	Tebukuro	*female	4. A mother goddess of the Nahuas, associated with serpent symbolism
	*Water of Birds	Nezumi	*female	3. One of the four mothers of humanity in Quiché mythology
	*Water of Serpents	Dora	*female	3. One of the four mothers of humanity in Quiché mythology
	*Yohualticitl	Alpha	*female	5. Aztec goddess of night, guardian of babes
