	narrator	Adam	male	Story narrator
	*Dr. J. G. Holland	Nicola	*male	52. A prominent literary figure who was present at a church service where the letter was read and wept over, moved by its emotional impact.
	*Dr. Peyton	Onyx	*male	20. A principal physician in Memphis who treated Henry after the explosion. He was described as having high and flawless character, but despite his efforts, Henry's injuries were fatal.
	*Dutchy	Eric	*male	54. A German boy in the Sunday-school who drowned while bathing, having memorized three thousand verses of Scripture. He was considered exasperatingly good but also foolish for not coming in out of the rain.
	*Emperor Charles V	Omega	male	1. Holy Roman Emperor who was at the height of his fame during the time period when De Soto saw the Mississippi
	*Eschol Sellers	Fable	*male	47. A character in 'The Gilded Age' who was named after a real person Mr. Warner had met. The name caused legal trouble and was changed to 'Mulberry Sellers' in future editions.
	*ex-Governor Warmouth	Psi	*male	48. Former governor who owned the sugar plantation visited by the party. Host of the hospitality at his mansion.
	*Ferry-man	Daniel	*male	26. A man who operated a ferry and was killed by the Darnells after getting into trouble with them
	*Francis I	Nicola	male	1. King of France who was defeated at Pavia during the time period when De Soto saw the Mississippi
	*General Cheatham	Psi	male	26. A Confederate general who led troops in the Belmont battle, known for his fiery leadership style
	*General Comstock	Psi	male	60. United States Engineer member of the Mississippi River Commission
	*General Gilmore	Onyx	male	60. United States Engineer member of the Mississippi River Commission
	*General Grant	Alex	male	35. Union general who accepted the surrender of Vicksburg from General Pemberton, commemorated by a monument at the site of surrender.
	*General Lee	Kumo	male	44. A historical figure depicted in an oil painting showing his last interview with Stonewall Jackson. He is portrayed on horseback, being accosted by Jackson.
	*General Pemberton	Onyx	male	35. Confederate general who surrendered Vicksburg to Union General Grant, commemorated by a monument at the site of surrender.
	*General Pillow	Nicola	male	26. An elderly Confederate general with white hair who rode into battle on a white horse
	*General Polk	Puck	male	26. A Confederate general who praised the pilot for his bravery after the Belmont battle
	*General Suter	Nicola	male	60. United States Engineer member of the Mississippi River Commission
	*George Black	Omega	*male	20. Chief clerk aboard the 'Pennsylvania' who died in the explosion. He was among those who were never seen or heard of after the blast.
	*George Johnson	Omega	*male	49. A former steamboat clerk who became involved in a romance with a young girl, leading to a fraudulent marriage and loss of fortune.
	*Henri de Tonty	Onyx	male	2. La Salle's lieutenant, son of Lorenzo Tonty who invented the tontine. Accompanied La Salle on his expedition down the Mississippi.
	*Henry Clay Dean	Kumo	*male	57. A self-educated orator from Keokuk who became known for his powerful speeches despite his ragged appearance. He was a political figure who could draw crowds of farmers from fifty miles away and was described as having the ability to transform from an escaped lunatic into an escaped archangel through his speaking prowess.
	*Horace Bigsby	Fenrir	male	18. The master of the apprentice who was sent to work under various pilots during his apprenticeship. He is mentioned as being in charge of the apprentice's training.
	*I. S----	Santa	*male	15. A non-association pilot who is hired by the captain and later discharged when he refuses to work with an association pilot.
	*Ignatius Loyola	Michael	male	1. Spanish priest who founded the Jesuit order, mentioned as being an obscure name during De Soto's time
	*Innerarity	Alex	*male	47. A character in a French novel that Mr. Cable reads aloud, who is associated with the famous 'pigshoo' representing 'Louisihanna _rif_-fusing to Hanter the Union'.
	*J. M. White	Nicola	*male	16. A racing steamer that made a notable trip from New Orleans to Cairo in three days, six hours, and forty-four minutes
	*Jackson	Nicola	*male	48. Military leader who led the American forces to victory over British at New Orleans in 1815. Mentioned as having become president.
	*Jas. B. Eads	Michael	male	60. Engineer whose success with jetties at New Orleans made him competent for the Mississippi River Commission
	*Jean-ah Poquelin	Santa	*male	47. A character in a French novel that Mr. Cable reads aloud, representing someone with an aristocratic background.
	*Jesse James	Santa	*male	29. A notorious outlaw and robber who was assassinated by an agent of the Governor of Missouri. Known for his boldness, pluck, and rapacity in robbing trains, coaches, and banks.
	*Jesse Jamieson	Puck	male	30. A pilot who was visited by another pilot on the 'Skylark' during a trip. He was described as an old, broken-down, superannuated fellow who took the wheel at the foot of Island 63 and ended up in the same place after three hours of navigation.
	*Jim Brady	Lewis	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*Jim Smith	Omega	*male	54. A boy mentioned by the narrator as having broken a window and lied about it, considered to have committed sins that might need punishment according to the narrator's guilt-ridden thoughts.
	*Jim Wilson	Liam	*male	17. A man who received payment from Stephen for a debt, though Stephen had no money to give him. He was likely another victim of Stephen's financial schemes.
	*Jimmy Finn	Nicola	male	56. A town drunkard who died a natural death in a tan vat from delirium tremens and spontaneous combustion, not burned in the calaboose as commonly believed
	*John	Alex	*male	44. A student or pupil mentioned in a conversation about the use of 'gone' versus 'went.'
	*John Hardy	Echo	male	13. Captain Hardy's brother who was the first clerk on the 'Sunflower' and died two years after his brother.
	*John J. Roe	Psi	*male	16. A slow steamboat that was known for its sluggish performance, often taking days to complete trips that other boats could do in hours
	*John Jones	Lewis	*male	54. A boy who fished on Sunday, though he didn't catch anything but a small mud-cat, which the narrator considers potentially forgivable if he had thrown it back.
	*John Stavely	Santa	male	55. A local businessman who maintained the illusion of expecting shipments of saddles from steamboats, even though he was not actually expecting anything. He enjoyed the spectacle of appearing busy and important to strangers, despite knowing everyone in town was aware of his pretense.
	*John Stevenson	Omega	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*Joliet	Alex	male	2. Merchant who joined Marquette in exploring the Mississippi River. Part of the 1673 expedition that reached the mouth of the Mississippi. | 58. French explorer who camped at Davenport in 1673
	*Jonas Turner	Michael	*male	3. A man in Cairo whom Pap wants Huck to speak with, though his identity is not fully explained.
	*Jones	Santa	*male	6. A plantation owner whose plantation the boat attempts to land at during a night voyage, described as having 'a darky's voice on the bank' who says 'Gimme de k'yarpet-bag, Mars' Jones'
	*Joseph A. Mabry, Jr.	Fenrir	*male	40. Son of General Mabry who was killed by Major O'Connor in a shooting incident
	*Judge Taylor	Kumo	male	60. Indiana judge and member of the Mississippi River Commission
	*Keokuk	Omega	*male	58. Native American chief whose name was powerful in the region, mentioned alongside Black Hawk
	*Lem Hackett	Fenrir	male	54. A boy who drowned on a Sunday after falling out of an empty flat-boat while playing. His death was seen as a case of special judgment by the narrator and the village, causing intense fear and guilt in the young narrator who believed heaven's attention was focused on him.
	*Little child	Psi	*male	42. Young child of the colored acquaintance who dies, leading to financial hardship for the family
	*Longfellow	Lewis	*male	59. Poet who adapted Indian legends from Schoolcraft's book into his work 'Hiawatha', including the story of Peboan and Seegwun
	*Lorenzo Tonty	Psi	male	2. Inventor of the tontine system, father of Henri de Tonty who served as La Salle's lieutenant.
	*Louis Le Grand	Fable	male	27. King of France who ruled in 1682, mentioned on the French column planted by La Salle
	*Luther	Echo	male	1. German reformer who died two years after De Soto saw the Mississippi
	*Lynch	Onyx	*male	55. A local resident who was targeted by the carpenter's imaginary vendetta. He confronted and humiliated the carpenter, exposing him as a fraud by publicly ridiculing his stories.
	*Major Burke	Fenrir	*male	60. Representative of The Times-Democrat who arranged for the 'Susie' boat to help with flood relief
	*Major Downing	Fenrir	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*Major Wood	Onyx	*male	48. Host of the party that went to ex-Governor Warmouth's plantation. Invited guests for a river trip.
	*Manchester	Puck	*male	48. Spiritualist medium who claimed to receive messages from deceased relatives. Known for his fraudulent practices and poor communication skills.
	*Mark Twain	Lewis	male	50. The narrator who was a young cub journalist at the time of Captain Sellers' death. He used Sellers' pseudonym after the captain's death and later became famous as a writer, though he was initially just a 'cub' journalist.
	*Michael Angelo	Kumo	male	1. Italian Renaissance artist whose work was still fresh during the time period when De Soto saw the Mississippi
	*Montgomery	Nicola	*male	29. Commodore of the Confederate fleet who fought in the Civil War battle at Memphis and served under the narrator during river days.
	*Mr. Atkinson	Nicola	*male	60. Author of the Mississippi River Commission appendix who discusses river improvement projects
	*Mr. Burke	Alex	*male	60. Representative of The Times-Democrat who arranged for the 'Susie' boat to help with flood relief
	*Mr. C. P. Ferguson	Echo	*male	60. Planter near Red River Landing who provided information about flood conditions
	*Mr. Cable	Liam	male	44. The author of 'the Grandissimes' and a masterly delineator of the South's interior life and history. He serves as a guide for the party through the old French quarter of New Orleans. | 46. A Southern author who wrote in modern English rather than the traditional Southern style, achieving wider recognition | 47. A writer who is the master of French dialects. He reads French and German dialects perfectly, and has had trouble with his books due to using names that were borne by living citizens of New Orleans.
	*Mr. Comstock	Puck	*male	60. United States Engineer member of the Mississippi River Commission
	*Mr. Cooper	Alex	*male	42. Author or commentator who explained causes of epidemics, specifically mentioning how opening plague burial grounds at Eyam caused disease outbreaks
	*Mr. Eads	Daniel	*male	60. Engineer whose success with jetties at New Orleans made him competent for the Mississippi River Commission
	*Mr. Ferguson	Santa	*male	60. Planter near Red River Landing who provided information about flood conditions
	*Mr. Gilmore	Fenrir	*male	60. United States Engineer member of the Mississippi River Commission
	*Mr. Hall	Psi	*male	60. British traveler whose 'Travels in North America' caused strong negative reaction in the United States
	*Mr. Harris	Eric	*male	47. Also known as Uncle Remus, he is the only master of writing negro dialect in the country. He is shy and reluctant to read aloud, despite being able to write in negro dialect.
	*Mr. Harrod	Kumo	*male	60. State Engineer of Louisiana and member of the Mississippi River Commission
	*Mr. Hooper	Fable	*male	60. Planter whose property was flooded and who had livestock trapped on a flat
	*Mr. Lem S. Gray	Puck	male	37. Pilot on the steamer 'Gold Dust' who was severely injured in the explosion, initially improving but later dying from his injuries
	*Mr. Mitchell	Michael	*male	60. Hydrography expert and member of the Mississippi River Commission
	*Mr. Oswald	Eric	*male	60. Planter whose property was flooded and who had livestock trapped in a gin-house
	*Mr. Page	Psi	*male	52. A philanthropist and temperance advocate who sought to visit the prison where Williams was held, believing in the letter's authenticity.
	*Mr. Seymour	Puck	*male	52. A journalist from the New York Times who was present at a church service where the letter was read and wept over.
	*Mr. Suter	Liam	*male	60. United States Engineer member of the Mississippi River Commission
	*Mr. Taylor	George	*male	60. Man whose family lived in a flooded house with his son and refused to leave despite dangerous conditions | 60. Indiana judge and member of the Mississippi River Commission
	*Mr. Tom Ellis	Omega	*male	60. Man whose house was in danger of flooding and who refused to leave despite the risk
	*Mr. Tom Hooper	Lewis	*male	60. Planter whose property was flooded and who had livestock trapped on a flat
	*Mr. Wood	Echo	*male	20. A clerk aboard the 'Pennsylvania' who fell into the river during the explosion. He was among those injured and later died from his wounds.
	*Mr. York	Onyx	*male	60. Relief worker who organized efforts to save people and livestock during the Black River flood
	*Napoleon	Nicola	*male	2. French military leader who later returned the territory to American heirs. The future town of Napoleon, Arkansas was named after him. | 31. A town in Arkansas where the narrator plans to stop during his journey | 33. A former figure whose opinion of Greenville, Mississippi is mentioned. He is described as having had a small opinion of the town in old times and is now deceased ('gone to the cat-fishes').
	*New England Indians	Eric	*male	27. Native American tribes who witnessed La Salle's proclamation in 1682
	*New Madrid	Fenrir	*male	26. A town mentioned in the chapter, described as looking unwell but otherwise unchanged
	*Old Darnell	Kumo	male	26. An elderly member of the Darnell family who was involved in a feud with the Watsons
	*Oliver Cromwell	Santa	male	1. English political figure whose name would not be known for a hundred years after De Soto saw the Mississippi
	*Oswald	Santa	*male	60. Planter whose property was flooded and who had livestock trapped in a gin-house
	*Othello	Santa	*male	51. A character the blacksmith cub imagines himself to be, based on his theatrical aspirations.
	*Pap	Liam	*male	3. Huck Finn's father, described as a town drunkard who trades up and down the river.
	*Pat	Nicola	*male	43. Mrs. O'Flaherty's deceased husband, described as a gentleman who deserves proper burial according to his status. He is mentioned in the context of funeral arrangements and financial considerations.
	*Paul Jones	George	*male	25. A steamboat that was wrecked on the river, known for having a gray mare and a preacher aboard. The narrator mentions this as part of the folklore about steamboat disasters.
	*Peter Dick	Lewis	*male	40. A young Virginian who engaged in a violent altercation with Charles Roads over a girl, leading to a fight with butcher-knives
	*Pierre Parrant	Eric	male	60. Canadian settler who built the first cabin in St. Paul in 1837 and began selling whiskey to Indians
	*Preacher	Santa	*male	25. A religious figure who was aboard the Paul Jones steamboat when it sank. He was thrown overboard during a dangerous journey and later fished out, acknowledging his own blame.
	*President	Alex	*male	15. The president of the Pilots' Benevolent Association who, along with the secretary, manages the organization's operations and decisions.
	*Professor Bianchi	Santa	male	42. Scientist who demonstrated how plague reappeared in Modena due to excavations of plague burial grounds from three hundred years prior
	*Professor Henry Mitchell	Puck	male	60. Hydrography expert and member of the Mississippi River Commission
	*Professor Sharpe	Omega	*male	40. A quiet and gentlemanly man who killed his brother-in-law Captain Burton with a shotgun after being threatened
	*R. E. Lee	Puck	*male	16. A racing steamer that made a record trip from New Orleans to Cairo in three days and one hour, considered by the narrator as possibly not the fastest
	*R. H. W. Hill	Onyx	*male	26. A boat name mentioned in the pilot's war story, likely a Confederate vessel
	*Rabelais	Eric	*male	1. French writer whose works were not yet published during the time period when De Soto saw the Mississippi
	*Raphael	Puck	*male	1. Italian Renaissance artist who died during the time period when De Soto saw the Mississippi
	*Rev. Mr.----	Michael	*male	52. The chaplain of the State's prison who supported Williams' conversion and was involved in the circulation of the fraudulent letter.
	*Rex	Daniel	*male	46. The chief personage or king of the Mardi-Gras festivities in New Orleans, part of the secretive organization
	*Ritchie	George	*male	51. A pilot who successfully runs crossings in fog using a chart devised by Bixby and himself, demonstrating the value of their navigational innovations.
	*Ritter	Lewis	*male	32. Narrator who tells a story about a shoemaker and money, described as having told his tale in an impressive manner
	*Robert Styles	Puck	*male	24. A figure mentioned by the pilot as someone who was once a slim young man and has since improved in comeliness over 25 years. He is described as having a style of storytelling that is not like the pilot's, and is associated with the art of inflating facts.
	*Schoolcraft	Echo	*male	59. Author of a book containing Indian legends and tales, including 'The Undying Head' and 'Peboan and Seegwun', who collected stories directly from Indian lips
	*second clerk	Liam	*male	37. One of the forty-seven persons wounded in the explosion on the steamer 'Gold Dust', identified by rank
	*Sellers	George	*male	47. A character in 'The Gilded Age' who was originally named with a common name that could have caused legal issues, but was changed to 'Eschol Sellers' and then to 'Mulberry Sellers'.
	*Senator Frye	Liam	*male	52. A senator from Maine who was present at a church service where the letter was read and wept over.
	*Servetus	Lewis	*male	1. Theological writer who was burned by the Protestant reformers eleven years after De Soto saw the Mississippi
	*Shakespeare	George	male	1. English playwright who was not yet born when De Soto saw the Mississippi
	*Sir Walter	Fenrir	*male	46. A prominent literary figure who influenced Southern character and culture through his romantic writings, particularly 'Ivanhoe'
	*Sir Walter Scott	Kumo	*male	40. Author whose medieval romances influenced the South's architectural style, particularly the construction of imitation castles | 46. A Scottish novelist and poet who created enchantments that influenced Southern character, promoting medieval romanticism
	*Squire Bell	Daniel	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*St. Louis	Alex	*male	7. A location/river town that serves as a reference point for the narrator's journey. The narrator mentions being lost when St. Louis is gone, indicating it was a familiar landmark.
	*Stack Island	Fable	*male	34. A geographical location mentioned in the story, described as a place that the narrator remembers from his travels.
	*Stewart	Alex	*male	29. A young man who infiltrated Murel's gang by gaining their trust and obtaining information about their activities. He later turned traitor, exposing the entire gang to authorities.
	*Stonewall Jackson	Michael	male	44. A historical figure depicted in an oil painting showing his last interview with General Lee. He is portrayed on horseback, having just ridden up to accost Lee.
	*T. S. Hooper	Fable	*male	60. Man whose family was evacuated from their flooded home and taken to safety
	*The ancient mariner	Liam	*male	30. An old, broken-down pilot who was left at the wheel of a boat at the foot of Island 63. He navigated through the chute and back again multiple times, eventually handing over to a relieving pilot after three hours.
	*The barber	Lewis	*male	20. A man who was in the process of shaving Captain Klinefelter when the explosion occurred. He survived but stood motionless in his chair, still stirring lather unconsciously.
	*The barber of the 'Grand Turk'	George	*male	14. A spruce young negro barber who belonged to the prestigious 'Grand Turk' steamboat and took pride in his position. He was well-courted by the local colored community and displayed great importance.
	*The beau	George	male	44. A young man who gives compliments to a young lady, and when he realizes his compliments are too high, uses 'lagniappe' to excuse himself.
	*The bishop	Psi	*male	22. A religious figure who provided information about the Missouri River water, explaining its composition and properties to the narrator.
	*The boy who becomes an apprentice engineer	Daniel	*male	4. A boy from the narrator's village who becomes an apprentice engineer or 'striker' on a steamboat. He is described as worldly and notorious, becoming exalted while the narrator remains in obscurity.
	*The butler	Omega	*male	44. A household servant mentioned in a conversation about speech patterns, who would have said 'like the flag-officer done' instead of 'like the flag-officer did.'
	*The chief merchant's sons	Eric	*male	4. Four sons of the chief merchant who become pilots on steamboats, representing the pursuit of river careers by prominent families.
	*The child	Eric	*male	44. A young person mentioned in the context of the 'lagniappe' custom, who would receive a bit of licorice-root when buying something in a shop.
	*The chills-racked male miserables	Kumo	*male	11. Men who were suffering from chills and were seen on the top-rail of fences during flooding
	*The college professor	Nicola	*male	35. A passenger on the boat who told a story during conversation that drifted from horses to astronomy, then to Vicksburg's gambling history and superstitions.
	*The cook	Fenrir	*male	44. A household servant mentioned in a conversation about speech patterns, who would have said 'like the flag-officer done' instead of 'like the flag-officer did.'
	*The county judge's sons	Fable	*male	4. Two sons of the county judge who become pilots on steamboats, representing the pursuit of river careers by prominent families.
	*The cub	Fable	*male	51. A young pilot who takes the wheel from Captain Bixby, but makes the narrator nervous by allowing too much water between their boat and other ships.
	*The deceased uncle	Liam	*male	48. A relative of one of the party members who died in a cyclone. His spirit allegedly communicated through Manchester.
	*The doctor's son	Omega	*male	4. A boy who becomes a 'mud clerk' on a steamboat, one of several young men from prominent families who pursue careers on the river.
	*The dog	Psi	*male	35. A dog owned by the aged colored man who was present during the time he encountered an unexploded bomb-shell, showing his protective instincts toward his pet.
	*The engineer	Onyx	*male	9. A crew member responsible for operating the steamboat engines, who responds to bell signals and helps control the vessel during dangerous situations.
	*The family members	Michael	*male	11. Farmers and their families who were displaced by flooding and had to camp on flatboats
	*The flag-officer	Daniel	*male	44. A naval officer mentioned in a conversation about speech patterns, with the phrase 'like the flag-officer did' used to describe an incorrect grammatical construction.
	*The French naval cadet	Alex	*male	20. A fifteen-year-old son of a French admiral who was severely scalded during the explosion. He bore his tortures manfully despite his injuries.
	*The friend of H.	George	*male	34. A passenger who is a friend of Mr. H. and supports the negative view of mosquitoes in Lake Providence with stories about his own adventures, though Mr. H. constantly interrupts and moderates these accounts.
	*The governor	Lewis	*male	44. A high-ranking political official mentioned in the context of the 'lagniappe' custom, who would receive something for lagniappe when buying goods in a shop.
	*The late Mr. Seymour	Kumo	*male	52. A journalist from the New York Times who was present at a church service where the letter was read and wept over.
	*The lunatic from Muscatine	Daniel	*male	57. A deranged man who confronted the narrator in the fields on a Sunday and attempted to kill him with a butcher-knife, demanding that he acknowledge the man as the only son of the Devil.
	*The man	Santa	*male	35. A Vicksburg non-combatant who narrates his family's experiences during the siege. He describes how they adapted to life in caves, their daily routines, and how the constant bombardment became commonplace over time.
	*The man who cut the throat	Daniel	*male	30. A man involved in a violent altercation with A over fence rails. He cut A's throat with a knife but failed to sever the jugular.
	*The man who was killed by the revolver	Kumo	*male	30. A man who was shot dead by another man after a dispute over fence rails. He initially threw down his revolver and then pulled out a knife.
	*The marshal	Liam	*male	56. A constable who arrested the tramp and was responsible for locking him in the calaboose, but could not be found when the fire occurred
	*The mayor	Echo	*male	44. A civic leader mentioned in the context of the 'lagniappe' custom, who would receive something for lagniappe when buying goods in a shop.
	*The minister's son	Fenrir	*male	4. A boy who becomes an engineer on a steamboat, one of several young men from prominent families who pursue careers on the river.
	*The Model Boy	Fable	*male	54. A perfect boy from the narrator's childhood who was admired by mothers but detested by other boys. He was perfect in manners, dress, conduct, and piety but was considered a prig with empty knowledge.
	*The mule-race riders	Michael	*male	45. Young gentlemen in fashionable society who participate in the mule race
	*The narrator's father	Kumo	male	4. A justice of the peace in Hannibal, Missouri who believes his position gives him power over life and death. He is a respected figure in the community.
	*The negro man	Puck	*male	45. A Black participant in the cockfighting event, one of two men competing with a white man
	*The officer	Fenrir	*male	12. An officer who accompanies Mr. Thornburg on the sounding trip and gets into a conversation with him while waiting for the steamer to pass. He is involved in the confusion that leads to the mistaken identity of lights.
	*The officer of the watch	Psi	*male	9. A crew member who oversees navigation duties and would inform the narrator about when to 'wood up' (stop at a wood yard).
	*The passengers	Nicola	*male	11. Travelers on the steamboat who were aboard during the incident at Helena crossing | 12. A group of people, including ladies and all, who watch the sounding trip from the boat. They are anxious and frightened during the accident and express sympathy for those who were lost.
	*The Planter's	Kumo	*male	17. A location where Stephen waited for Yates, described as a place he visited while searching for him. It was likely an establishment or building where people gathered.
	*The poet	Nicola	*male	45. A man who begins speaking about the moon and becomes involved in war-related discussions
	*The post-master's son	Echo	*male	4. A boy who becomes a 'mud clerk' on a steamboat, one of several young men from prominent families who pursue careers on the river.
	*The priest	Santa	*male	20. A man who was struck by an iron crowbar during the explosion and died from his injuries. He was described as a priest who suffered greatly before dying.
	*The proprietor	Fable	*male	41. A male salt-warehouse owner who experienced a sudden windfall during the war when his salt inventory became extremely valuable
	*The raftsmen	Liam	*male	11. Men who operated log rafts and were the recipients of religious tracts from the steamboat clerk
	*The ragged street Arab	Onyx	*male	44. A young man from the streets who uses a non-standard grammatical construction: 'I was a-ask'n' Tom whah you was a-sett'n' at.'
	*The Roman soldier	Alex	*male	51. A character the blacksmith cub plays in a theater production, eventually playing this role for thirty-four years.
	*The saddler	Alex	*male	55. A local tradesman who was known for his energetic and theatrical behavior, rushing down the street as if expecting a steamboat arrival. He was deceased by the time of the narrator's visit.
	*The second engineer	Fable	*male	20. An officer aboard the 'Pennsylvania' who was on watch in the engine room during the explosion. He survived but was among those injured by the blast.
	*The second mate	Eric	*male	20. An officer aboard the 'Pennsylvania' who was badly scalded but continued to stand at his post during the disaster. He helped organize efforts to save wounded passengers. | 37. One of the forty-seven persons wounded in the explosion on the steamer 'Gold Dust', identified by rank
	*The servant	Fable	*male	44. A household worker mentioned in the context of the 'lagniappe' custom, who would receive a cheap cigar or spool of thread when buying something in a shop.
	*The skiff oarsmen	Puck	*male	11. Men who rowed skiffs to obtain religious tracts from the steamboat clerk
	*The specter steamer	Daniel	*male	17. A phantom vessel that supposedly still travels the old Raccourci cut-off, according to legend. It is described as a ghostly presence that appears on dark nights and continues its journey through the abandoned riverbed.
	*The steersman	Michael	*male	48. A negro worker who operated the steam-plow on the plantation.
	*The striker (second)	George	*male	20. Another crew member aboard the 'Pennsylvania' who was injured during the explosion. He later died from his injuries and was among those trapped under debris.
	*The superintendent	George	*male	54. A bald-headed man who was once a Sunday-school mate of the narrator and recognized him when he returned to visit old schools. He was involved in the current Sunday-school system.
	*The third mate	Daniel	*male	12. A crew member who helps save the pilot and other men from the sounding-boat when it is struck by the steamer's wheel. He is part of the group that successfully escapes the disaster.
	*The Times-Democrat	Daniel	*male	60. Newspaper that sent the 'Susie' boat to help with flood relief efforts
	*The town drunkard	George	*male	4. A local figure who sleeps in the shadow of skids on the wharf, becoming active when a steamboat arrives.
	*The tramp	Puck	*male	56. A poor, harmless whiskey-sodden stranger who was wandering the streets and begging for matches when he was accidentally burned to death in the calaboose
	*The waiter	Santa	*male	44. A restaurant employee who spills coffee on a customer and apologizes by saying 'For lagniappe, sah.'
	*The white man	Liam	*male	45. A Caucasian participant in the cockfighting event, one of two men competing with a negro man
	*The wholesale liquor dealer's son	Lewis	*male	4. A boy who becomes a barkeeper on a steamboat, one of several young men from prominent families who pursue careers on the river.
	*The writer of the note	Daniel	*male	52. A minister who wrote to another minister about the letter's authenticity and provided information that helped expose its fraudulent nature.
	*third clerk	Michael	*male	37. One of the forty-seven persons wounded in the explosion on the steamer 'Gold Dust', identified by rank
	*Thomas O'Connor	Daniel	*male	40. A man involved in a fatal shooting incident with General Mabry over property disputes, who killed Mabry and was later shot dead by Mabry's son
	*Tom	Psi	*male	44. A person who is asked about by the ragged street Arab in a non-standard grammatical construction.
	*Tom Ballou	Liam	male	24. The captain of the steamboat 'Cyclone', described as an immortal liar who couldn't tell the truth in any kind of weather. He is characterized by selfishness and malice, with a foot that was out of drawing.
	*Tom Ellis	George	*male	60. Man whose house was in danger of flooding and who refused to leave despite the risk
	*Tom Holmes	Echo	*male	54. A boy mentioned by the narrator who says more bad words than any other in the village, though the narrator speculates he might repent.
	*Tom Hooper	Alex	*male	60. Planter whose property was flooded and who had livestock trapped on a flat
	*Tom Jones	Eric	*male	13. A person who told Mr. Brown details about the 'Sunflower' and its crew.
	*Tom's crew	Omega	*male	12. The men who accompany Tom G--- on the sounding trip and are involved in the tragic accident when they fail to catch the guard and are struck by the steamer's wheel.
	*Tonty	Lewis	male	27. French explorer who accompanied La Salle on his Mississippi expedition in 1682
	*Uncle Remus	Lewis	*male	46. A literary character created by Joel Chandler Harris, representing a Southern author who wrote in modern English | 47. A shy, red-haired man described as undersized and freckled who arrives from Atlanta. He is known for his genius in writing negro dialect and is the author of the Uncle Remus book. He is deeply disappointed children who expected to see a Black man, as he is white. | 58. Folklorist character mentioned in the story, referenced as a source of dialect
	*Underwriters	Onyx	*male	15. A group of people who have decided to support the association's system and force captains to use only association pilots, even though they are not directly part of the organization.
	*Watson	Michael	*male	26. A member of a feuding family in the South, part of the conflict with the Darnells
	*A. L. Shotwell	River	*female	16. A fast racing steamer mentioned as one of the competitors in a major race, known for its speed and competitive performance
	*Aleck Scott	Xiaoyi	*female	15. The steamboat on which the story takes place, described as a vessel with two leads going and a hurricane deck.
	*Bridget O'Shaughnessy	Xiaobei	female	43. A woman who purchases a coffin for her deceased husband Dennis, showing competitive behavior with Mrs. O'Flaherty by matching and exceeding the other's funeral expenses, indicating her desire for social status through elaborate burials.
	*Calhoun Land Company	Alpha	*female	33. An enterprise formed by Colonel Calhoun's syndicate to purchase land for cotton-growing. The company aims to work on a cash basis, supply laborers with provisions at small profit margins, and potentially establish banking services in Greenville.
	*Catherine de Medici	Sara	female	1. French queen who was a child during the time period when De Soto saw the Mississippi
	*Eclipse	Xiaoxiao	*female	16. A fast racing steamer mentioned as one of the competitors in a major race, known for its speed and competitive performance
	*Elizabeth of England	Sarah	female	1. English monarch who was not yet in her teens when De Soto saw the Mississippi
	*Fraulein Dahlweiner	Alloy	*female	31. A woman who runs a pension in Munich where the narrator stayed
	*Gray mare	Kore	*female	25. A horse that was aboard the Paul Jones steamboat when it sank. The narrator mentions this as part of a superstitious belief about the combination of gray mare and preacher causing calamity.
	*Greenville	Isabella	*female	33. A town in Mississippi that has grown significantly since Napoleon's time, with a population of three thousand and annual gross trade of $2,500,000. It is described as having a considerable flourish in the Valley.
	*Margaret of Navarre	Gongitsune	female	1. French noblewoman who was writing religious books and the 'Heptameron' during the time period when De Soto saw the Mississippi
	*Maria	Beta	female	35. A woman who lived in Vicksburg during the siege, wife of a man who narrates their experiences. She faints when she first reaches the cave shelter and later gets her false hair game-bag torn off by a shell fragment, showing her vulnerability during the bombardment.
	*Mary Ann	Nova	*female	14. A young colored woman who was being flirted with by someone on the street, according to a neighbor's shout. She was described as being in a social situation involving a barber from the 'Grand Turk.'
	*Mary Queen of Scots	Bella	female	1. Scottish monarch who was not yet born when De Soto saw the Mississippi but would be alive before the year ended
	*Miss ----	Sky	*female	53. A young woman from Hannibal, Missouri who went insane and spent thirty-six years in an asylum. She was frightened by young ladies pretending to be ghosts.
	*Mississippi	Xiaoni	*female	1. The main river being described, a major geographical feature of the United States with unique characteristics including length, crookedness, and significant water discharge
	*Mrs. Ellis	Xiaoxiao	*female	60. Woman whose family lived in a flooded house with their children and was in feeble health
	*Mrs. George Johnson	Isabella	*female	49. A fictional person named in the will of a wealthy foreigner, who was actually a fraud as no such person existed.
	*Mrs. O'Flaherty	Xiaobei	female	43. A widow who purchases a coffin for her deceased husband Pat, demonstrating emotional attachment and determination to provide proper burial despite financial strain. She is described as tearful but resolute in her decision-making.
	*Mrs. Oswald	Nova	*female	60. Woman whose property was flooded and who had livestock trapped in a gin-house
	*Mrs. Turner	Alloy	*female	50. A woman whose plantation was mentioned in Captain Sellers' diary as being underwater during a flood, indicating she was a landowner in the area.
